,keyword,sentiment,tweet_id,tweet_text
2569,google,irrelevant,126491986927685632,"RT @g123k: Google a pas innové avec un tamagochi, ils ont tout compris #google #nexusprime"
2570,google,irrelevant,126491961271136256,RT @twandroid: Partage d'apps en NFC #google #nexusprime
2571,google,irrelevant,126491942077992961,Les annonces se suivent et sont toutes super pratiques #ics #android #google
2572,google,irrelevant,126491928320688128,Partage d'apps en NFC #google #nexusprime
2573,google,irrelevant,126491895512838144,Shoutout to our New Twitter Friends &  #WelcomeToTwitter! Thanks to everyone following @xrvolume - #myspace #wordpress #Google+
2574,google,irrelevant,126491807205965825,Alguien dejara de trabajar en #Samsung o #Google
2575,google,irrelevant,126491801723994114,Tipp: kostenlose SEO-Infos  http://t.co/1ayEKV6F #google
2576,google,irrelevant,126491743301537792,To gostando do Android 4.0  #google #android
2577,google,irrelevant,126491727673569280,le nfc intégré aussi dans #nexus #google #android '-'
2578,google,irrelevant,126491723353427968,"Google a pas innové avec un tamagochi, ils ont tout compris #google #nexusprime"
2579,google,irrelevant,126491662879965184,Android Beam: Compartilhamentovia NFC  #icecreamsandwich #galaxynexus #google #samsung
2580,google,irrelevant,126491659008610304,RT @twandroid: Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime
2581,google,irrelevant,126491616641953792,Android 4.0 endast för enheter med 720p-skärm? http://t.co/BqpiYl6W #android #google #ics
2582,google,irrelevant,126491544558632960,Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime
2583,google,irrelevant,126491450035814400,"Et de 3 #fails, mais au moins c'est du vrai direct #google #nexusprime"
2584,google,irrelevant,126491409871155200,BUGOU asoeijoaijoriaejr #icecreamsandwich #galaxynexus #google #samsung
2586,google,irrelevant,126491323774672896,"viva #Microsoft o #google para e copiar a #apple e copia o #wp7 de tao bom que é. Incrivel como a interface metro esta ali,"
2587,google,irrelevant,126491290627080194,RT @twandroid: Messagerie vocale directement dans ICS #google #nexusprime
2589,google,irrelevant,126491237720141825,Messagerie vocale directement dans ICS #google #nexusprime
2590,google,irrelevant,126491078797950976,Pas mieux \o/ RT @g123k: #kikitoutdur devant ICS #google #nexusprime
2591,google,irrelevant,126491075870343168,RT @twandroid: Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime
2592,google,irrelevant,126490998816768001,"Παει κ η #google ! Αποθανε!? ""The server encountered an error and could not complete your request"""
2593,google,irrelevant,126490976565985281,RT @g123k: #kikitoutdur devant ICS #google #nexusprime
2594,google,irrelevant,126490918885920768,#kikitoutdur devant ICS #google #nexusprime
2595,google,irrelevant,126490858735407104,发现 #google 特意的故意的不提 #facebook ，哈哈哈。
2596,google,irrelevant,126490790150144000,O android 4.0 Ice Cream Sandwich agenda de contato esta parecendo o windows phone 7 #google #android
2597,google,irrelevant,126490759766618112,"RT @twandroid Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin intégrées ! #google #nexusprime"
2598,google,irrelevant,126490644616200192,Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime
2599,google,irrelevant,126490589125550080,サムスン、Googleと共同でGoogleリファレンス機「Galaxy Nexus」を正式発表、11月に世界各地で発売　http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus
2600,google,irrelevant,126490558230302721,"@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail"
2602,google,irrelevant,126490540794576896,"RT @twandroid: Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin intégrées ! #google #nexusprime"
2603,google,irrelevant,126490516186595328,SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google
2604,google,irrelevant,126490479859736576,"Nouvelle application Contacts : les connections Linkedin, Twitter.. sont enfin intégrées ! #google #nexusprime"
2605,google,irrelevant,126490448436015104,A diagramação das fotos está bem parecida com a do windows mango #icecreamsandwich #galaxynexus #google #samsung
2606,google,irrelevant,126490435836325888,O Ice Cream Sandwich praticamente dispensa apps de terceiros! #android #google Galaxy Nexus
2607,google,irrelevant,126490420808126464,#Google #Panda Où est parti le 30 % de trafic perdu?  http://t.co/QONIToAg
2608,google,irrelevant,126490021493616640,@VinnyMartiins colokei no #Google pra saber !
2609,google,irrelevant,126489969677176832,Excelente. Proximo cel? RT @Giuliano3G: Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/8l9vzqgn #Google. (Se jodió #iOS5)
2610,google,irrelevant,126489957538873344,"RT @twandroid: C'est quand même une conférence, où on n'attend pas 1h30 pour avoir une nouveauté.... #google #nexusprime"
2612,google,irrelevant,126489934088511490,RT @twandroid: Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime
2613,google,irrelevant,126489915042168833,"C'est quand même une conférence, où on n'attend pas 1h30 pour avoir une nouveauté.... #google #nexusprime"
2614,google,irrelevant,126489907349831680,直擊！【@Phone雜誌 / @微博通訊社 19日訊】谷歌+三星智能手機發布會http://t.co/SFBLWqjg @LK154: #Google 跟 #Samsung 正式發佈 #Galaxy #Nexus… 手機規格如下：http://t.co/MyIcSKXW #ICS
2615,google,irrelevant,126489892678144000,Panoramique implémenté :o #android #google #nexusprime &lt;3 j'ai envie du tel mnt
2616,google,irrelevant,126489830677942272,caramba a galera da #google mandou muito bem no novo #android novidades na app da camera estão d+ #soudev \o/ quero o novo Google Nexus :D
2617,google,irrelevant,126489823103041537,Sistema de fotos panorâmicas na camera do icecream sandwich #icecreamsandwich #galaxynexus #google #samsung
2619,google,irrelevant,126489703418568705,Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime
2620,google,irrelevant,126489580835848193,RT @twandroid: Panoramas sur ICS ! #google #nexusprime
2621,google,irrelevant,126489542436995072,RT @twandroid: Possibilité de taguer les personnes #google #nexusprime
2622,google,irrelevant,126489540906070018,Panoramas sur ICS ! #google #nexusprime
2623,google,irrelevant,126489462648745984,Possibilité de taguer les personnes #google #nexusprime
2624,google,irrelevant,126489460551585792,RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime
2625,google,irrelevant,126489430830743552,RT @twandroid Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime
2626,google,irrelevant,126489415248920576,Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime
2627,google,irrelevant,126489326786850816,"RT @twandroid: Editeur de photo maintenant : redimensionner, .... (ce qu'on avait déjà vu) #google #nexusprime"
2628,google,irrelevant,126489254535774208,"Editeur de photo maintenant : redimensionner, .... (ce qu'on avait déjà vu) #google #nexusprime"
2630,google,irrelevant,126489192866910208,Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung
2631,google,irrelevant,126489107143737344,RT @twandroid: Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime
2632,google,irrelevant,126489099858214914,Hinweis: kostenlose SEO-Infos  http://t.co/d3WrYCUT #google
2633,google,irrelevant,126489084003762176,Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime
2634,google,irrelevant,126489023928741890,Bien repensé l'app photo #nexusprime #google #android avec l'aperçu direct
2635,google,irrelevant,126489012423770113,Parisian Love: How to impress a French? http://t.co/Nh81Cbqf #google
2636,google,irrelevant,126488974595334144,Cool!! #google #win RT: @a1arte: Google y Samsung lanzan oficialmente el Galaxy Nexus con Android Ice Cream Sandwich http://t.co/kE0dFNQL
2637,google,irrelevant,126488887026655232,L'affichage de l'Intent Share est cool sur l'appareil photo : #google #nexusprime
2638,google,irrelevant,126488858815774721,Pagaliau oficialiai pristatytas Samsung Galaxy Nexus http://t.co/BHetRH4B #android_4 #galaxy #google
2639,google,irrelevant,126488807922085889,Meu Bom Jesus que velocidade de captura é essa ? #icecreamsandwich #galaxynexus #google #samsung
2640,google,irrelevant,126488559795453954,RT @twandroid: Possibilité de ne sélectionner qu'une période et savoir pour chaque app combien de data a été utilisé #google #nexusprime
2641,google,irrelevant,126488553352994817,Pô. Gostei do novo sistema de reconhecimento facial do Android. Tão forte que não liberou nem o dono do smartphone. #Google #ICS
2642,google,irrelevant,126488503428190208,Possibilité de ne sélectionner qu'une période et savoir pour chaque app combien de data a été utilisé #google #nexusprime
2643,google,irrelevant,126488427779727360,デフォでデータ通信制御？　#android #google
2644,google,irrelevant,126488387531194369,"RT @twandroid: Consommation data affichée dans les paramètres, avec même une approximation de la consommation future !#google #nexusprime"
2645,google,irrelevant,126488315041030144,Data Usage: Nada mais de aplicativos para monitorar tráfego de Dados #icecreamsandwich #galaxynexus #google #samsung
2646,google,irrelevant,126488313187143681,RT @twandroid: Deux lignes sont affichées sur la première page de GMail pour chaque mail : un aperçu en quelque sorte #google #nexusprime
2647,google,irrelevant,126488305859698688,"Consommation data affichée dans les paramètres, avec même une approximation de la consommation future !#google #nexusprime"
2648,google,irrelevant,126488293717192704,#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/jSrVRFgK #lawschool #lawyers #SALE #humor #lawyers
2649,google,irrelevant,126488289988452352,#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/fXJyOZeV #lawschool #lawyers #SALE #humor #lawyers
2650,google,irrelevant,126488289157976064,RT @twandroid: Nouvelle app Calendrier : plus épurée #google #nexusprime
2652,google,irrelevant,126488066977308673,RT @twandroid: Intégration de la reconnaissance vocale #google #nexusprime
2654,google,irrelevant,126488048962772992,RT @twandroid: Le clavier semble avoir peu bougé depuis Gingerbread #google #nexusprime
2655,google,irrelevant,126487986425696259,Pinch to zoom sur le calendrier (comme sur Honeycomb) #google #nexusprime
2656,google,irrelevant,126487974975242240,RT @twandroid: La prise de captures d'écran est officialisée !!!!!! #google #nexusprime
2657,google,irrelevant,126487943509581824,RT @twandroid: Possibilité de mettre des contacts dans les dossiers ! #google #nexusprime
2658,google,irrelevant,126487924698128384,Tendremos nueva interfaz de #google #calendar
2659,google,irrelevant,126487924249329664,RT @twandroid: Widgets redimensionnables aussi #google #nexusprime
2660,google,irrelevant,126487911465095169,RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime
2661,google,irrelevant,126487879139590144,RT @twandroid: Des boutons virtuels... #google #nexusprime
2662,google,irrelevant,126487855362088961,Nouvelle app Calendrier : plus épurée #google #nexusprime
2663,google,irrelevant,126487852824526848,RT @twandroid: Nouveau lockscreen (écran de déverrouillage) à la Honeycomb #google #nexusprime
2664,google,irrelevant,126487831572004864,RT @twandroid: Nouvelle police (font) pour android : Roboto #google #nexusprime http://t.co/NvBPe6fm
2665,google,irrelevant,126487783077449728,RT @twandroid: Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime
2666,google,irrelevant,126487738294861824,Okay its officially a #sausagefest here @thursdays it really makes no sense based on the feedback from #google?? Moving on...
2667,google,irrelevant,126487624444674048,Deux lignes sont affichées sur la première page de GMail pour chaque mail : un aperçu en quelque sorte #google #nexusprime
2668,google,irrelevant,126487457381359617,The ARM Cortex-A9 Processors pdf ebook:  http://t.co/F8mSgjgF #google
2669,google,irrelevant,126487454797668353,Settlement with Multiple Plaintiffs: The Role of Insolvency pdf ebook:  http://t.co/YEl8Pq4O #google
2672,google,irrelevant,126487406131150848,"Ya tendremos browser con tabs, y nuestros bookmarks se sincronizarán con Chrome! #ics #google"
2673,google,irrelevant,126487403220320258,vendo os significadosdos sonhos aki no #Google pqe meu livro eu emprestei enfiaram no cú pqe até hj nunca me devolveram =X
2674,google,irrelevant,126487385461633024,Ishi o #faceunlock do #icecreamsandwich #android não funcionou no seu lançamento #google
2675,google,irrelevant,126487318650568704,J'adore !! Enorme “@twandroid Onglets synchronisés avec Google Chrome (comme Honeycomb) #google #nexusprime”
2677,google,irrelevant,126487155886407680,"RT @twandroid: ""Request desktop site"" : fonction très sympa #google #nexusprime"
2678,google,irrelevant,126487143555153920,RT @twandroid: Possibilité de sauvegarder pour visionner hors-ligne #google #nexusprime
2680,google,irrelevant,126486968682037248,RT @twandroid Nouvelle gestion des onglets sur le navigateur #google #nexusprime
2681,google,irrelevant,126486956149448704,"""Request desktop site"" : fonction très sympa #google #nexusprime"
2682,google,irrelevant,126486814520381440,Reconnaissance faciale poir debloquer ton phone :-)  #google #android
2683,google,irrelevant,126486790818373632,Nouvelle gestion des onglets sur le navigateur #google #nexusprime
2684,google,irrelevant,126486753598119936,RT @twandroid: Hugo Barra sur scène #google #nexusprime
2685,google,irrelevant,126486526631743488,A los interesados pueden seguir la presentación stream de #google y #samsung sobre lo nuevo de #android
2686,google,irrelevant,126486211824058368,Use Caution When Sharing on Social Networks http://t.co/SXNoBASn via @LarryMagid #youth #facebook #google+
2687,google,irrelevant,126486125874384896,Intégration de la reconnaissance vocale #google #nexusprime
2688,google,irrelevant,126485882265018368,RT @twandroid: Les notifications sont visibles depuis le lockscreen #google #nexusprime
2689,google,irrelevant,126485702056751105,RT @twandroid: Possibilité de supprimer les notifications en les swipant (comme sur Cyanogen) #google #nexusprime
2690,google,irrelevant,126485474016628736,En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich
2691,google,irrelevant,126484568239906817,Deep Linking Plugin - Black... http://t.co/RnF3cNu8 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning
2693,google,irrelevant,126484000075292672,RT @twandroid Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime
2694,microsoft,positive,126803641486163969,Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.
2695,microsoft,positive,126792129832951808,#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT
2696,microsoft,positive,126788430679113728,"#Buffalo, #Intel, #Microsoft, #IBM are the best pavilions at #SMAU"
2697,microsoft,positive,126780006964805632,Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango
2698,microsoft,positive,126779403605770241,WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews
2701,microsoft,positive,126768366345138176,#Microsoft word works on my computer again! Yessss
2702,microsoft,positive,126767508253454336,"In terms of unified communications giants, really surprised to see how underrated #Microsoft is"
3205,microsoft,neutral,126692854981595136,#Microsoft Is Getting More Serious About Daily (#Bing) #Deals http://t.co/yt8AW0gK
3206,microsoft,neutral,126692811859963904,Nokia 800 “Searay” Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows
3207,microsoft,neutral,126692357277102080,A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper
3208,microsoft,neutral,126691842736668673,Microsoft CEO Steve Ballmer confirms Nokia Windows Phone devices due next week http://t.co/rDTzumtZ #Microsoft #Nokia
3209,microsoft,neutral,126691830774505472,#microsoft 1st ever global ad campaign:great full circle focus on integrated product connectivity and global relevance http://t.co/ZCevlB1a
3210,microsoft,neutral,126691604839927808,#Breakfast at #Microsoft with #PMs in SF 10/25: http://t.co/JXpUVecS
3211,microsoft,neutral,126691578361298945,Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work for you!  http://t.co/hmT51bdf
3213,microsoft,neutral,126691146209558528,What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym
3214,microsoft,neutral,126691006207893505,RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
3217,microsoft,neutral,126690445119070210,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft
3218,microsoft,neutral,126690443588153345,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/fD1m8vN1
3219,microsoft,neutral,126690396720988160,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/rVTTHD7P
3220,microsoft,neutral,126690392568639488,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
3221,microsoft,neutral,126690357042884608,Check out our podacst regarding Sugar's Edge In Tems Of Database Structure http://t.co/Qv4DAw7A #Microsoft CRM
3222,microsoft,neutral,126690074946568192,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks
3224,microsoft,neutral,126689002114924544,The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft
3226,microsoft,neutral,126688055691190274,New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones
3228,microsoft,neutral,126686806585520128,"Isn't this a little too much?
http://t.co/ILWPs3f9 #xbox #microsoft #technology"
3229,microsoft,neutral,126686450019344384,"@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)"
3230,microsoft,neutral,126686367479631872,RT @Microsoft_EDU: Quality #education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/Gym6pUUx #EDU11
3231,microsoft,neutral,126686111656448000,#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn
3232,microsoft,neutral,126686012884787200,Esse prof acha que ninguém sabe mexer no #microsoft word
3234,microsoft,neutral,126685194278289408,Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer
3235,microsoft,neutral,126685077823422466,Ballmer says you need to be a computer scientist to use Android http://t.co/TlKWhOsd #android #android #microsoft
3236,microsoft,neutral,126684141306650625,Geek Fact for October 19th - 1998: U.S. Department of Justice antitrust case against #Microsoft began. #geekfact
3237,microsoft,neutral,126683940764401665,A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF
3238,microsoft,neutral,126683909722357760,A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/nzhbzzW3 via @TechCrunch
3239,microsoft,neutral,126683288239751169,Nokia 800 aka Nokia Searay renders http://t.co/NwI63GhB #wp7 #nokia #microsoft #mango
3240,microsoft,neutral,126683225123852288,As mainly a #Microsoft #business user is it OK to like #IBM #ibmconnections ?
3241,microsoft,neutral,126681783222808578,"RT @FierceWireless: #Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/OH8Btu2e #WP7 #Window..."
3242,microsoft,neutral,126680710403719168,"#Microsoft’s Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR"
3243,microsoft,neutral,126680178196877312,"@gsmarena_com Talk, talk, talk... release the phone already, before they are completely obsolete #Nokia #Microsoft"
3244,microsoft,neutral,126680085959942144,"#Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/5DOmls5e #WP7 #WindowsPhone"
3246,microsoft,neutral,126678934237626368,"""Metro (design language)"" http://t.co/r7RdW1PH Microsoft took inspiration from King County Metro! #microsoft #metro #windows8 #bus"
3247,microsoft,neutral,126678725491294209,"Microsoft's Ballmer Trashes Android, Touts Skype http://t.co/VkFnwmTJ #microsoft #skype #android"
3249,microsoft,neutral,126678683393081344,"The NEW #Microsoft Action Pack gives @MSPartners access to software, development tools, training and market visibility!"
3250,microsoft,neutral,126678622449831937,RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ
3252,microsoft,neutral,126678454639927297,"VIDEO: #Microsoft CEO Steve Ballmer talks at #Web2.0Summit about #Yahoo, Bing, and more.  http://t.co/YEAXVP1V"
3254,microsoft,neutral,126677913058820097,Microsoft's Steve Ballmer attacks Android phones http://t.co/bkgep6zm #Android #Microsoft #SteveBallmer #Google
3255,microsoft,neutral,126677721647554561,Blessing in disguise. Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/2Acd5GOz #business
3258,microsoft,neutral,126676455936622593,A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx
3259,microsoft,neutral,126676302873899008,@Cyruss1989 @wpcentral I think they're referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq.
3260,microsoft,neutral,126675994378637312,"RT @SymonPerriman: Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher!  ..."
3261,microsoft,neutral,126675231896117248,#Ballmer: We're Lucky #Microsoft Didn't Buy #Yahoo: http://t.co/oHbevXdP | #CEO #John #Steve #Web #acquisition #comment #conference
3262,microsoft,neutral,126674948671545344,"""You don't have to be a computer scientist to use a Windows Phone,"" said #Microsoft 's #SteveBallmer, ""but you do to use an Android phone."""
3263,microsoft,neutral,126674919969923072,RT @Startpack_en: Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t. ...
3264,microsoft,neutral,126674748674547712,"Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher! 
http://t.co/zcHV6TaC"
3266,microsoft,neutral,126673949907107840,Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd
3267,microsoft,neutral,126673753680773122,"#Microsoft quarterly earnings out tomorrow, here's what to expect: http://t.co/YpTCBeON"
3268,microsoft,neutral,126673364231270400,#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently.
3270,microsoft,neutral,126671949320556544,#MICROSOFT MULTIMEDIA STRAVINSKY : THE RITE OF SPRING (CD-ROM) [VERSION 1.0] Review: MICROSOFT MULTIMEDIA STRAVI... http://t.co/iX4FEcM2
3271,microsoft,neutral,126671882211692545,#Microsoft Service Pack installer want's my notebook to be plugged in. Why? Plugged it in to start installation and plugged it out. Worked.
3273,microsoft,neutral,126671654540677122,"#Microsoft's Ballmer Trashes Android, Touts Skype
 http://t.co/96BMOxv4"
3275,microsoft,neutral,126669870090829824,"Listening to this, how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius, as was Jobs. Bill saw it, but Steve made it."
3276,microsoft,neutral,126669451369263106,White Paper: EMC Automated Performance Optimization for #Microsoft Applications http://t.co/aIK3EjWT #EMC #powerlink credential needed
3278,microsoft,neutral,126668764199665664,High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http://t.co/OWf25yJB
3280,microsoft,neutral,126667815116750848,#Microsoft HOY What’s Next Stream: Windows PC http://t.co/2MQ0I0Cm ➨ @MicrosoftLatam
3281,microsoft,neutral,126667274080894976,MindTree Introduces 'mPromo' Trade Promotion Solution on #Microsoft #Azure for the Consumer Packaged Goods industry. http://t.co/H1A3V7zv
3282,microsoft,neutral,126666679785766914,@markcullum1 - Because it's #microsoft.....
3283,microsoft,neutral,126666425715798016,#Microsoft's First Global Multi-Product Holiday Campaign  http://t.co/6nUFdiBN
3284,microsoft,neutral,126665951172243456,Take time to sign this and also please pass it on. Thank You : http://t.co/euW1RSnb R.I.P Jeremey Latiola. #steve jobs #microsoft
3285,microsoft,neutral,126665581519835136,First time a technology company is in the running for marketer of the year. Vote David: http://t.co/xT2SWSxg #Microsoft @getitdone
3291,microsoft,neutral,126662968434900992,"Ballmer On Not Buying Yahoo: 
http://t.co/ypM4GXf9 

#Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer"
3292,microsoft,neutral,126662905084129280,"#Google ##Mobile Boss Andy Rubin on #Apple, #Microsoft and #Tablets http://t.co/rSnSG5nt #techgadgets #android"
3293,microsoft,neutral,126661971566264320,You are welcome to join our LIVE free webinar right now. It's about #Citrix monitoring through #Microsoft #SCOM: http://t.co/Sr7pIP9B
3295,microsoft,neutral,126659682076082176,"RT @mashable: #Microsoft CEO Steve Ballmer on Not Buying #Yahoo: ""Sometimes, You're Lucky"" - http://t.co/afWazWOy"
3296,microsoft,neutral,126659577033928704,RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev  ...
3297,microsoft,neutral,126659465985536000,Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched
3298,microsoft,neutral,126659266315698177,Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/AoOj8CaI #microsoft #kinect #xbox #socialmedia
3299,microsoft,neutral,126658871363239936,Skype and Microsoft Team Up - A match made in heaven? - http://t.co/lsFTp8RL #microsoft #skype # videoconferencing #socialmedia
3300,microsoft,neutral,126658110084489216,#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft
3301,microsoft,neutral,126657343965507584,Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ
3303,microsoft,neutral,126656236157538304,"#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3… http://t.co/qgzHlLpv"
3304,microsoft,neutral,126656052971323393,"Early cloud #Microsoft partners will be rewarded w/ a Cloud Accelerate badge, & additional internal use rights! http://t.co/pjkyf0gf"
3305,microsoft,neutral,126655887740903424,RT @Newsweek: The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Goog ...
3306,microsoft,neutral,126655887178870784,FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR
3307,microsoft,neutral,126655373015924736,New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/B1pr1kIX #VARs #phones
3308,microsoft,neutral,126654466735878144,Why Ice Cream Sandwich Might Make Things Worse - '#Google needs to look to #Microsoft as an example' http://t.co/7UXWvH6h via @pcmag
3309,microsoft,neutral,126653861371973632,TODAY! Come along to #Microsoft Office & #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd
3310,microsoft,neutral,126653619327082496,MS Outlook Quick Access Toolbar - How to customize - http://t.co/VzkEdZaC #tips #microsoft
3311,microsoft,neutral,126653015754149888,Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB
3313,microsoft,neutral,126652661251571712,The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing
3315,microsoft,neutral,126651931287498752,New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please
3317,microsoft,neutral,126651497718095873,CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android
3318,microsoft,neutral,126651446589526016,RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)
3324,microsoft,neutral,126651360602112000,How to use search folders to organise your emails in #Microsoft #Outlook - http://t.co/NuMm5N3U
3325,microsoft,neutral,126650859290501121,RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft
3326,microsoft,neutral,126650839279476736,Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft
3327,microsoft,neutral,126650651370467328,#stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)
3328,microsoft,neutral,126649108202143744,#Silver &#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend
3329,microsoft,neutral,126647567877541889,#Microsoft shows 'touch screen' for any surface http://t.co/sNaPW5tl
3330,microsoft,neutral,126647558469722112,#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW
